id,grupo,classe,ordem,familia,subfamilia,tribo,genero,binomio,binomio_autor,nome_comum,dieta,locomocao,distribuicao_estado,distribuicao,endemismo,iucn_2025,iucn_rationale,cites_2025,salve_2023,mma_2022,copam_2010,iema_2022,semil_2018,sedest_2024,consema_ma_2025,sema_ba_2017,consema_sc_2011,gov_rs_2014,sema_ce_2022,foto_inat,link_inat
583,Médio e grande porte,Mammalia,Carnivora,Canidae,,,Cerdocyon,Cerdocyon thous,"Cerdocyon thous (Linnaeus, 1766)","cachorro-do-mato, graxaim, raposa",In/On,Te,"Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal",-,LC,"Esta espécie está listada como Preocupação Menor, pois a raposa-de-caranguejos é relativamente comum em toda sua área de distribuição, ocupando a maioria dos habitats e, embora não existam estimativas de tamanho populacional, geralmente são consideradas estáveis.",II,-,-,-,-,-,LC,EN,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/34537325/medium.jpeg,https://www.inaturalist.org/taxa/42087
584,Médio e grande porte,Mammalia,Carnivora,Canidae,,,Chrysocyon,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)","lobo-guará, guará",Ca/On,Te,"Bahia,  Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rio de Janeiro, Rio Grande do Sul, Rondônia, Santa Catarina, São Paulo, Sergipe, Tocantins","Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal",-,NT,"A população atual de Lobos-de-crina é estimada em aproximadamente 17.000 indivíduos maduros (â‰¥ 2 anos de idade), sendo a maioria da população (>",II,VU,VU,VU,-,VU,EN,-,EN,CR,CR,-,https://inaturalist-open-data.s3.amazonaws.com/photos/112568688/medium.jpeg,https://www.inaturalist.org/taxa/42091
585,Médio e grande porte,Mammalia,Carnivora,Canidae,,,Lycalopex,Lycalopex gymnocercus,"Lycalopex gymnocercus (Fischer, 1814)","graxaim-do-campo, graxaim, raposa-do-campo",Ca/On,Te,"Paraná, Rio Grando Sul, Santa Catarina, São Paulo","Mata Atlântica, Pampa",Amazônia,LC,"A raposa-das-Pampas habita o Cone Sul da América do Sul, onde é abundante ou comum na maioria das áreas onde a espécie foi estudada. A espécie parece ser tolerante a distúrbios humanos, sendo comum em áreas rurais, onde mamíferos exóticos introduzidos podem formar a maior parte de sua ingestão de alimento. Não há razão para acreditar que a espécie esteja atualmente em declínio e não é considerada ameaçada no momento.",II,-,-,-,-,-,DD,EN,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/29524344/medium.jpeg,https://www.inaturalist.org/taxa/423656
586,Médio e grande porte,Mammalia,Carnivora,Canidae,,,Lycalopex,Lycalopex vetulus,"Lycalopex vetulus (Lund, 1842)",raposinha,In/On,Te,"Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Piauí, São Paulo, Tocantins",Cerrado,Amazônia,NT,"A raposa-de-maro, Lycalopex vetulus, é endêmica do Cerrado do Brasil, um bioma de savana sob forte pressão antropogênica e com menos de 20% de sua área original intacta. O número estimado de indivíduos maduros é de 9.840 a 19.200 e estima-se que a espécie tenha sofrido um declínio de 10% nos últimos ~12 anos devido aos efeitos conjuntos da perda contínua de habitat, atropelamentos, mortes por cães domésticos, doenças, retaliação à suspeita de predação de aves domésticas e alta mortalidade de filhotes/juvenis, especialmente em regiões não protegidas. Assim, a espécie se qualifica como Quase Ameaçada, com base em quase atender ao critério C1, ou Preocupação Menor. A avaliação atual é levemente precautória ao avaliar a espécie como Quase Ameaçada, mas reconhece a incerteza nessa avaliação e a possibilidade de que a espécie possa ser de Menor Preocupação.",-,VU,VU,-,-,VU,-,EN,VU,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/88463475/medium.jpeg,https://www.inaturalist.org/taxa/516127
587,Médio e grande porte,Mammalia,Carnivora,Canidae,,,Speothos,Speothos venaticus,"Speothos venaticus (Lund, 1842)",cachorro-do-mato-vinagre,Ca,Te,"Acre, Amazonas, Amapá, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Paraná, São Paulo, Roraima, Rondônia, Rio de Janeiro Rio Grande do Sul, Rio Grande do Norte, Tocantins","Amazônia, Cerrado, Mata Atlântica, Pantanal",-,NT,"Embora amplamente distribuído, o Bush Dog parece ser raro em toda a sua área de distribuição. A espécie provou ser extremamente difícil de localizar na natureza, tornando as estimativas das tendências populacionais difíceis. Embora se possa esperar que uma espécie amplamente distribuída, com ocorrências confirmadas em habitats fragmentados ou alterados, tenha uma população geralmente estável, evidências preliminares do campo sugerem que essas áreas podem alterar os requisitos ecológicos do Bush Dog ™, resultando em um aumento da área mínima necessária para sustentar um grupo (e, assim, colocando a espécie em maior risco de exposição direta ou indireta a outras ameaças). A espécie está aqui listada como Quase Ameaçada com base em um declínio estimado de 20€""25% nos últimos 12 anos (duração estimada da geração = 4 anos), aproximando assim o limiar para inclusão como Vulnerável sob o critério A2. Esse declínio é atribuído a múltiplas ameaças, incluindo perda contínua de habitat e fragmentação, redução da abundância de presas devido à caça ilegal e predação por cães domésticos, além do aumento do risco de doenças relacionadas a canídeos.",I,VU,VU,CR,-,CR,CR,EN,CR,CR,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/177484065/medium.jpeg,https://www.inaturalist.org/taxa/42089
588,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Herpailurus,Herpailurus yagouaroundi,"Herpailurus yagouaroundi (É. Geoffroy, 1803)","gato-mourisco, jaguarundi",Ca,Te,"Acre, Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal",-,LC,"O Jaguarundi é muito menos abundante do que se percebia anteriormente, com populações intrinsecamente pequenas e precisa ser monitorado no futuro, pois as ameaças persistem e provavelmente se fragmentarão e reduzirão a população total. É mais comumente associado a formações abertas como savanas, mas também pode ser encontrado em formações perturbadas, como pastagens (Caso 2013). No entanto, geralmente ocupa uma posição baixa na guilda de felídeos — de Oliveira et al. 2010, de Oliveira 2011), portanto, a conversão desenfreada de habitat para agricultura industrial das savanas brasileiras do bioma do Cerrado deve representar uma séria ameaça para a espécie. Com estimativas de densidade consideravelmente baixas, extensão de ocorrência consideravelmente menor do que sua extensa área de ocupação e o impacto negativo dos ocelotes (Caso 2013, de Oliveira et al. 2010, de Oliveira 2011), é provável que nenhuma unidade de conservação, com a provável exceção das mega-reservas da bacia amazônica, possa sustentar populações viáveis de Jaguarundis. No Brasil, que compreende a maior parte da área geográfica da espécie, o Jaguarundi foi considerado Vulnerável (C1), devido à sua área reduzida de ocupação (AOO), declínio esperado de 10% nos próximos 15 anos devido à perda e fragmentação de habitat, densidades populacionais muito baixas e seu tamanho populacional efetivo estimado (Almeida et al. 2013). No México, parece que a maioria das populações de Jaguarundi é estável, porém, a subespécie P. y. cacomitli (Jaguarundi da Costa do Golfo) do nordeste do México é a mais ameaçada. Essa espécie já pode estar Quase Ameaçada (A3c), porém, atualmente não há informações suficientes para que esse julgamento seja amplo. Portanto, a espécie é listada como Preocupação Menor, mas deve ser revisada regularmente.",I/II,VU,VU,-,-,-,VU,-,VU,-,VU,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/533622088/medium.jpg,https://www.inaturalist.org/taxa/197781
589,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus geoffroyi,"Leopardus geoffroyi (d'Orbigny & Gervais, 1844)",gato -do-mato-grande,Ca,Te,Rio Grande do Sul,Pampa,-,LC,"O Gato de Geoffroy é avaliado como de Menor Preocupação devido à sua ampla distribuição (3.443.787 km²) e alta abundância em grande parte de sua distribuição. Com base na distribuição e densidade estimada, sua população global é estimada em 528.012 indivíduos maduros. Embora sua distribuição seja em sua maioria contínua, a espécie está ausente em altitudes elevadas acima de 3.750 m nos Andes. Nas partes norte e central de sua distribuição, parece se beneficiar da conversão de florestas subtropicais em terras agrícolas, pois tolera certos níveis de modificação de habitat causada pela criação de gado. Uma expansão de sua distribuição foi registrada no nordeste da Argentina (Rinas et al. 2014) e sudeste do Brasil (Bertrand e Newman 2014), enquanto no Chile permanece raro devido à sua distribuição limitada, restrita principalmente à Patagônia (Iriarte et al. 2013, N. Lagos pers. observ. 2024). É classificado como Menor Preocupação na Argentina (Pereira et al. 2019), e no Uruguai (González et al. em publicagem), Quase Ameaçado no Chile (MMA 2011), Bolívia (Aguirre et al. 2009) e Paraguai (Giordano et al. 2017), mas como Vulnerável no Brasil (Tirelli et al. 2023). O Gato-de-Geoffroy enfrenta ameaças antropogênicas significativas, incluindo alta mortalidade por atropelamentos e mortes retaliatórias devido à predação de aves e gado (embora a predação sobre o gado provavelmente seja muito limitada). A espécie também está em risco devido a patógenos zoonóticos compartilhados com gatos e cães domésticos",I,VU,VU,-,-,-,-,-,-,-,VU,-,https://inaturalist-open-data.s3.amazonaws.com/photos/26456463/medium.jpeg,https://www.inaturalist.org/taxa/74481
590,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus guttulus,"Leopardus guttulus (Hensel, 1872)","gato-do-mato-pequeno-do-sul, gato-do-mato-pequeno",Ca,Sc,"Paraná, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,-,VU,"Leopardus guttulus só recentemente foi reconhecido como uma espécie válida, separada do antigo Leopardus tigrinus, devido à sua singularidade genética e diferenças (Trigo et al. 2013a). Seus atuais limites norte-de-distribuição geográfica ainda não são claros, mas mostram uma grande extensão de ocorrência de cerca de 3.287.075 km². No entanto, sua área de ocupação (AOO) é bastante limitada e está dentro dos domínios ameaçados do Cerrado e da Mata Atlântica. Considerando todo o habitat natural disponível em toda sua área, a área máxima de área possível seria de apenas 473.254 km². Além disso, dado o nível de fragmentação e o tamanho muito pequeno de algumas manchas, é muito improvável que o Gato-Tigre-do-Sul esteja presente em algumas partes dessa área restante. Além disso, nenhuma espécie isolada ocupa todas as áreas naturais dentro de sua área geográfica. Portanto, sua área de ataque real seria muito menor do que as estimativas apresentadas aqui. A espécie é quase sempre encontrada em densidades populacionais baixas/muito baixas (0,01â€""0,05/km² ou menos), especialmente em áreas protegidas, dado o impacto negativo que sofre dos ocelotes (â€ ̃efeito oceloto"" ™ Oliveira et al. 2010, Oliveira 2011). Assim, a maior parte da população provavelmente ocorre fora das áreas protegidas, em locais sob forte pressão devido ao desenvolvimento de terras/conversão de habitat. Um declínio populacional nos últimos anos também foi detectado no estado de Santa Catarina, no Brasil, a área considerada a mais importante para sua conservação; a densidade estimada caiu de 0,25/km² para 0,13/km² em quase 50% entre 2005 e 2013/14, provavelmente como consequência da redução da presa (Oliveira et al. 2008, 2013,  Kasper et al. 2016, M.A. Tortato comunicação pessoal). Se esse declínio continuar, espera-se uma redução populacional de 80% em três gerações (15 anos) nesta área. Em outra área, a densidade estimada caiu mais de 50%, de 0,2/km² para <",I,VU,VU,-,EN,VU,VU,VU,EN,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/15426855/medium.jpg,https://www.inaturalist.org/taxa/544590
591,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus pardalis,"Leopardus pardalis (Linnaeus, 1758)",jaguatirica,Ca,Te,"Acre, Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal",Amazônia,LC,"O Ocelot possui uma ampla distribuição, do norte da Argentina ao sudoeste dos Estados Unidos, sendo a espécie de felídeo mais comum na maioria dos habitats tropicais e subtropicais do Neotrópico",I,-,-,VU,-,VU,VU,EN,VU,EN,VU,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/518453211/medium.jpg,https://www.inaturalist.org/taxa/41997
592,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus tigrinus,"Leopardus tigrinus (Schreber, 1775)",gato-do-mato-pequeno,Ca,Sc,Amapá,Amazônia,Amazônia,VU,"Leopardus tigrinus foi recentemente dividido em duas espécies: L. tigrinus e L. guttulus (Trigo et al. 2013a). O conceito atual se aplica apenas ao primeiro, distribuído do Nordeste do Brasil passando pela maior parte do norte da América do Sul até o que parecem ser populações disjuntas no Panamá e na Cordilheira Central da Costa Rica (Hunter e Barrett 2011, Trigo et al. 2013a). L. tigrinus e L. guttulus não apresentam evidências de fluxo gênico contínuo, enquanto L. tigrinus e o gato-pampas (L. colocolo) não desenvolveram barreiras reprodutivas intrínsecas completas, o que permitiu que se hibridizassem (Trigo et al. 2013a). Além disso, há evidências consideráveis de que a população centro-americana, sugerida como L. t. oncilla, também representa uma espécie diferente (Johnson et al. 1999, Trigo et al. 2008). Leopardus tigrinus é amplamente distribuído e raro em todos os lugares, incluindo seus habitats relatados até hoje: florestas montanas andinas e de neblina, florestas da América Central, florestas amazônicas, savanas de Rupununi e domínios do Cerrado e Caatinga do Brasil ™(Moreno et al. 2011, Oliveira 2011, Payán e Gonzalez-Maya 2011, Oliveira et al. 2013). No Cerrado e Caatinga brasileiros, as densidades também são muito baixas, tipicamente em torno de 0,01â€""0,05/km² (Oliveira et al. 2010, 2013). Na Amazônia, a ocorrência da espécie pode ser marginal e restrita a alguns pequenos enclaves isolados. O Gato-Tigre-do-norte esteve ausente de todos os extensos estudos com câmeras-armadilhas, totalizando 56.837 dias de armadilhas em toda a Bacia Amazônica e era considerado o carnívoro mais raro ali (dados unp. de Oliveira et al. As estimativas de abundância desse pequeno felídeo são menores do que as relatadas para o jaguar, puma e ocelote, muito maiores, e há evidências sugestivas de flutuações ou declínios populacionais de razões desconhecidas, em algumas áreas, estimadas em 10-40% (Oliveira 2011, dados unp.). Foi sugerido que altos números populacionais de Ocelotes afetam negativamente a população de Gato-tigre-do-norte (Oliveira et al. 2010, Oliveira 2011). Provavelmente, a maior parte da população de L. tigrinus ocorre fora das áreas protegidas e fora da floresta tropical de baixa bacia amazônica (Oliveira 2011), em habitats que sofrem taxas variáveis de perda devido à conversão de habitat para agricultura. Exemplos extremos incluem o Cerrado brasileiro e a Caatinga (com perdas de 50% ou mais, dependendo da fonte)",I,EN,EN,VU,-,-,-,EN,VU,-,VU,-,https://inaturalist-open-data.s3.amazonaws.com/photos/15426855/medium.jpg,https://www.inaturalist.org/taxa/544590
593,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus wiedii,"Leopardus wiedii (Schinz, 1821)","gato-maracajá, maracajá, gato-peludo, gato-macaco",Ca,Sc,"Acre, Amapá, Amazonas, Bahia,  Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará,  Paraná, Piauí, Rio de Janeiro,  Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal",-,NT,"As populações de Margay estão diminuindo em grande parte de sua área devido à conversão induzida pelo homem de habitats florestais nativos para agricultura, desenvolvimento de pastagens e infraestrutura, e prevê-se que continue a uma taxa próxima (mas menos de) 30% nos próximos 18 anos (três gerações), o que a qualifica como Quase Ameaçada. No entanto, várias populações são consideradas ameaçadas. Embora a espécie apresente grande ocorrência, sua área de ocupação é muito menor. Na Amazônia, frequentemente considerada um reduto da espécie, estimativas sugerem que o Margay não é tão abundante quanto se pensava anteriormente, mas sim incomum (Payán 2009, Oliveira et al. 2010, Oliveira 2011). Além disso, Margay é negativamente impactada pelos ocelotes (por meio do efeito ™ ocelotote), que são bastante abundantes e a espécie de felídeos dominantes na maioria das áreas da América tropical, incluindo áreas protegidas (Oliveira et al. 2010, Oliveira 2011). Assim, a conservação Margay se concentraria fora das áreas protegidas e provavelmente só na Amazônia poderiam ser sustentadas populações viáveis a longo prazo. Na maioria das áreas, L. wiedii é tipicamente raro a incomum, atingindo densidades em torno de 0,01â€""0,05/km² (Payán 2009, Oliveira et al. 2010, Bianchi et al. 2011, Oliveira 2011, S. Carvajal comunicação pessoal). Nos próximos 10 anos, preve-se que a degradação da Amazônia por estradas, barragens hidrelétricas, incêndios e desmatamento fragmentará e isolará as populações remanescentes de seu principal reduto. A perda e fragmentação de habitat em outros biomas de ocorrência também afetam as populações remanescentes, onde a espécie é muito mais rara do que na Amazônia. Não se espera que áreas protegidas fora da Amazônia mantenham populações viáveis nos próximos anos (e provavelmente não o farão atualmente) (Oliveira et al. 2010, Oliveira 2011). Essa espécie provavelmente se qualificará para o VU A3cde em breve e deve ser revisada periodicamente.",I,VU,VU,EN,EN,EN,EN,EN,EN,-,VU,EN,https://inaturalist-open-data.s3.amazonaws.com/photos/336545285/medium.jpeg,https://www.inaturalist.org/taxa/41988
594,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus braccatus,"Leopardus braccatus (Cope, 1889)","gato-palheiro, gato-do-Pantanal",Ca,Te,"Goiás, Distrito Federal, Bahia, Mato Grosso, Mato Grosso do Sul, Maranhão, Minas Gerais, Piauí, Tocantins",Cerrado,-,-,-,-,-,-,EN,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/333364249/medium.jpeg,https://www.inaturalist.org/taxa/1240544
595,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus emiliae,"Leopardus emiliae (Thomas, 1914)",gato -do-mato,Ca,Te,"Alagoas, Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica",-,-,-,-,-,-,-,-,-,-,-,-,-,-,VU,https://static.inaturalist.org/photos/325646848/medium.jpeg,https://www.inaturalist.org/taxa/1595824
596,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Leopardus,Leopardus munoai,"Leopardus munoai (Ximénez, 1961)","gato-palheiro, gato-do-Pampa",Ca,Te,Rio Grande do Sul,Pampa,-,-,-,-,-,-,-,-,-,-,EN,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/117171659/medium.jpg,https://www.inaturalist.org/taxa/1431009
597,Médio e grande porte,Mammalia,Carnivora,Felidae,Felinae,,Puma,Puma concolor,"Puma concolor (Linnaeus, 1771)","puma, onça parta, suçuarana, leão-baio",Ca,Te,"Acre, Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal",Pantanal,LC,"Esta espécie é listada como Preocupação Menor porque é um dos mamíferos mais amplamente distribuídos no Hemisfério Ocidental. Embora tenha sido extirpada de sua antiga área de distribuição no meio-oeste e leste da América do Norte (Nowell e Jackson 1996), está tentando recolonizar essa região (Thompson e Jenks 2010, LaRue et al. 2012) e as populações estão saudáveis o suficiente para a colheita regulada no oeste da América do Norte. No entanto, considera-se que está em declínio em outras áreas de sua área e, como um grande carnívoro intimamente ligado a outras associações de vida selvagem e habitat, sob uma perspectiva social e política, sua conservação e manejo apresentam inúmeros desafios.",I/II,NT,-,VU,EN,VU,VU,EN,VU,VU,EN,EN,https://inaturalist-open-data.s3.amazonaws.com/photos/9834553/medium.jpg,https://www.inaturalist.org/taxa/42007
598,Médio e grande porte,Mammalia,Carnivora,Felidae,Pantherinae,,Panthera,Panthera onca,"Panthera onca (Linnaeus, 1758)",onça-pintada,Ca,Te,"Acre, Amapá, Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará,  Paraná, Piauí, Rio de Janeiro, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,NT,"Classificados como Quase Ameaçados, devido a uma suspeita de declínio de 20-25% nas últimas três gerações (21 anos) na área de ocupação, extensão de ocorrência e qualidade do habitat, além de níveis reais ou potenciais de exploração. Dada a dificuldade inerente de avaliar essa espécie, a densidade normalmente baixa com que ela ocupa a paisagem e os efeitos que pequenas degradações populacionais e de habitat podem ter sobre a espécie, nossa avaliação mínima da diminuição populacional pode ser uma subestimação significativa. Desde a avaliação anterior da Lista Vermelha em 2008, as ameaças aos Jaguars continuaram ou se intensificaram. O primeiro mapeamento especializado da área de ocorrer da Jaguar ocorreu em 2002 (Sanderson et al. 2002), e o mapa resultante foi usado para a avaliação da Lista Vermelha de 2008. Hoje, sabe-se mais sobre a distribuição e abundância das onças-pintadas, o que nos permite classificar retrospectivamente áreas como áreas de distribuição em 2015 que anteriormente eram identificadas como não-áreas ou lacunas de conhecimento (Material Suplementar Figura 1). O exercício de mapeamento de 2015 também reflete atualizações na área de alcance recomendadas por especialistas em Jaguar, com evidências suficientes (ou seja, pegadas, fotos de câmeras armadilhadas, avistamentos de animais vivos ou mortos) para justificar a inclusão/exclusão da área de distribuição. A distribuição atualizada indica uma fragmentação crescente das populações de jaguares, especialmente no leste e sudeste do Brasil, norte da Venezuela e na Selva Maya (Selva Maya) do México e Guatemala. Comparando a área de 2015 da Jaguar com a extensão da faixa de ""conhecidos"" em relação ao exercício de 2002, controlando assim a diferença na extensão do conhecimento, há uma queda de 20,0% na área da Jaguar nos últimos quatorze anos (2002-2015), de 8,77 milhões de km² para 7,02 milhões de km² (Figura 2 no Material Suplementar). Com um mapa de distribuição mais robusto para iniciar a próxima avaliação, a espécie provavelmente se qualificará para VU em um futuro próximo. Com uma duração de geração de 6,84 anos, suspeitamos de pelo menos uma perda de 20-25% em indivíduos maduros nos últimos 21 anos (três gerações), pois há declínios populacionais documentados juntamente com perda de habitat na maioria dos países de distribuição (Ceballos et al. 2011, Costa et al. 2005, Payán et al. 2013b, Wallace et al. 2013,  Espinosa et al. 2016, Garcíá-Anleu et al. 2016, González-Maya et al. 2016, Hoogesteijn et al. 2016, Maffei et al. 2016, Mora et al. 2016, Moreno et al. 2016, Payán et al. 2016, Chárvez et al. 2016, Olsoy et al. 2016, de Azevedo et al. 2016, Di Bitetti et al. 2016, DEZ-Santos et al. 2016,  Paviolo et al. 2016, Jedrzejewski et al. 2016). A conectividade entre as populações de onças está sendo perdida em escalas local e regional (de la Torre et al. 2017a, Olsoy et al. 2016)",I,VU,VU,CR,CR,CR,CR,-,CR,CR,CR,CR(PEX),https://static.inaturalist.org/photos/51015966/medium.jpg,https://www.inaturalist.org/taxa/41970
599,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Centronycteris,Centronycteris maximiliani,"Centronycteris maximiliani (Fischer, 1829)",morcego,In,Vo,"Amazonas, Amapá, Bahia, Espírito Santo, Goiás, Pará, Pernambuco, Rondônia, Pernambuco","Amazônia, Mata Atlântica",-,LC,"Essa espécie é listada como Preocupação Menor porque é amplamente distribuída e relativamente abundante com base nos registros de ecolocalização, e é improvável que esteja diminuindo rápido o suficiente para se enquadrar nas categorias de ameaça.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/60793213/medium.jpeg,https://www.inaturalist.org/taxa/41394
600,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Cormura,Cormura brevirostris,"Cormura brevirostris (Wagner, 1843)",morcego,In,Vo,"Amazonas, Amapá, Maranhão, Pará, Rondônia",Amazônia,-,LC,"Essa espécie é confirmada como de Menor Preocupação, pois é amplamente distribuída e dificilmente está em declínio rápido.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/8824699/medium.jpg,https://www.inaturalist.org/taxa/41369
601,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Cyttarops,Cyttarops alecto,"Cyttarops alecto Thomas, 1913",morcego,In,Vo,"Pará, Rondônia, Tocantins","Amazônia, Cerrado",-,LC,"Esta espécie está listada como Preocupação Menor porque, embora seja amplamente distribuída, provavelmente não é tão rara quanto indicam os espécimes de museu devido a dificuldades de captura (redes de névoa) e dificilmente está diminuindo rápido o suficiente para ser incluída nas categorias de ameaça.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/393676/medium.jpg,https://www.inaturalist.org/taxa/41371
602,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Diclidurus,Diclidurus albus,"Diclidurus albus Wied-Neuwied, 1820",morcego-fantasma,In,Vo,"Amazonas, Amapá, Bahia, Espírito Santo, Pará, Paraíba, Pernambuco, Rondônia","Amazônia, Mata Atlântica",-,LC,Essa espécie está listada como Preocupação Menor devido à sua ampla distribuição e porque é improvável que esteja em declínio próximo ao ritmo necessário para se qualificar para a inclusão em uma categoria ameaçada.,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/263698965/medium.jpg,https://www.inaturalist.org/taxa/41365
603,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Diclidurus,Diclidurus ingens,"Diclidurus ingens Hernández-Camacho, 1955",morcego-fantasma,In,Vo,"Mato Grosso, Pará",Amazônia,-,DD,"Listado como Dados Deficientes porque, embora seja conhecido por pouquíssimos espécimes e poucos locais, não há informações suficientes sobre a distribuição, status ou ameaças a essa espécie para fazer uma avaliação.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/644621/medium.jpg,https://www.inaturalist.org/taxa/41366
604,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Diclidurus,Diclidurus isabella,"Diclidurus isabella (Thomas, 1920)",morcego,In,Vo,"Amazonas, Rondônia",Amazônia,Amazônia,LC,"Esta espécie é listada como Preocupação Menor porque, embora sua distribuição para o gênero seja relativamente restrita, provavelmente será mais comum do que se pensava anteriormente e dificilmente estará em declínio a um ritmo suficiente para inclusão em qualquer uma das categorias de ameaça. Eles parecem ser um pouco adaptáveis à urbanização.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/765509
